url,target_url,is_ad
https://i.finallygotthexds.site/vpromolink/25/f3/25f3690b107dbef069f291aa5220cf0d/25f3690b107dbef069f291aa5220cf0d.gif,https://lu88.gdn/khuyen-mai/vqmm?i=lu0a0001634&utm_source=rophimme&utm_medium=banner-wide-1200x110-1&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/d0/6e/d06e6dacfd21a2073508812e9ddfe029/d06e6dacfd21a2073508812e9ddfe029.gif,https://789club.luxe/?a=e9c36ed07dc147022d4759c81636cef3&utm_source=rophimme&utm_medium=banner-wide-1200x110-2&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/1c/be/1cbe0f018da3c1a83d958158357a5fec/1cbe0f018da3c1a83d958158357a5fec.gif,https://va88.now/?a=9a47cd4c32f10d69a186444fa2b4c3aa&utm_source=rophimme&utm_medium=banner-wide-1200x110-3&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/a9/b0/a9b0e16861981b79651fb94cb8d45d9c/a9b0e16861981b79651fb94cb8d45d9c.gif,https://tx88.fun/?a=d843d1f2bced1c5b9d9ca1e5ab4ea9d4&utm_source=rophimme&utm_medium=banner-poster-210x316-1&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/3d/65/3d65bf9610a5a2fc2183b25f16127812/3d65bf9610a5a2fc2183b25f16127812.gif,https://pub88.tv/?a=b6202885751b4f61644487bba7595d17&utm_source=rophimme&utm_medium=banner-poster-210x316-2&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/f4/58/f45825da60871e9f98a80b980436123a/f45825da60871e9f98a80b980436123a.gif,https://du88.pro/?a=8bee289aeaab8431b1ae7d9647d89b8a&utm_source=rophimme&utm_medium=banner-poster-210x316-3&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
https://i.finallygotthexds.site/vpromolink/bf/21/bf21056a4b7f6961ef43c161af32c7dc/bf21056a4b7f6961ef43c161af32c7dc.gif,https://man88.pw/khuyen-mai/the-loai/thuong-nap/?a=e0a55172ad8e9edba21d4f06d28266cc&utm_source=rophimme&utm_medium=catfish-1200x110-1&utm_campaign=cpd&utm_term=phim&referrer_domain=www.rophim.me,1
